MD5,Title,Author
2d21c4dec3d9cdb43ac96d3b2ba6775e,Periodic solutions for evolution equations,"Sylvie Benzoni-Gavage, Denis Serre"
b118d596701cdd8ae54096264fee6475,Phase space analysis of partial differential equations,"Bove A., Colombini F., Del Santo D. (eds.)"
735814c7bc062d8b049bc6ddea40b305,"Hyperbolic systems of balance laws: lectures given at the C.I.M.E. Summer School held in Cetraro, Italy, July 14-21, 2003","Alberto Bressan, Denis Serre, Mark Williams, Kevin Zumbrun, Pierangelo Marcati"
8a96665fbdd412ed159309c06e79e7b6,Differential equations crash course,Richard Bronson
9d7ed3595a06b69a54ab10a4116206cf,Collocation methods for Volterra integral and related functional differential equations,Brunner H.
4560040e6da30e1611c2896defe3eaf2,Exterior differential systems and Euler-Lagrange PDEs,"Bryant R., Griffiths P., Grossman D."
f79b26fb6d448e73223a9f1ab90044ef,Qualitative methods in inverse scattering theory: an introduction,"Fioralba Cakoni, David Colton"
64bd8d3cede6cebc5c2ed701cee67659,Handbook of differential equations. Ordinary differential equations,"A. Canada, P. Drabek, A. Fonda"
5ac14121d694af6ed22daca909ace153,Ordinary Differential Equations with Applications,Carmen Chicone (auth.)
0fbde85f78da92dd0f97b8e97448fe66,Linearization via the lie derivative ,Carmen Charles Chicone
3cac7c1c3b508cfd6fc02773f5de7da2,Handbook of differential equations. Stationary PDEs,Michel Chipot
ff8d7c3fd75df12c530860a06aba792a,Handbook of differential equations. Stationary partial differential equations,"Michel Chipot, Pavol Quittner"
67605f5afbbab2baddba598d13967b5f,Integral methods in science and engineering: Theoretical and practical aspects,"Christian Constanda, M. Zuhair Nashed, D. Rollins"
6c73e26e96c9dfef8332f7fb98480baa,Dichotomies in Stability Theory,W. A. Coppel (auth.)
894ccdf09a06c3e34a938191e6f1c326,Difference equations from: rabbits to chaos,"Paul Cull, Mary Flahive, Robby Robson"
1c4f604626b8e2e0865674af91825e80,Handbook of differential equations: evolutionary equations,"C.M. Dafermos, Eduard Feireisl"
7ffe56ee04594812b19e222a4aaabe49,"Diffusions, superdiffusions and PDEs",Dynkin E.B.
5d7b5c5cd16ecdb23ced41508c942c30,Superdiffusions and Positive Solutions of Nonlinear PDEs,Dynkin E.B.
c225067a62d53d0a6787b5928f895b49,Formal reduction and integration of systems of nonlinear differential equations,Eichenmueller G.
b2bb92e233a1200b73aa8fce734b2752,Proc. 8th Conference on Difference Equations and Applications,"Saber N. Elaydi, G. Ladas, Bernd Aulbach, Ondrej Dosly"
b180339d903bf704ceff1588160474be,Entropy and partial differential equations (lecture notes),Evans L.C.
3828efd7959afc80746430937ff3c299,Geometric sturmian theory of nonlinear parabolic equations and applications,Victor A. Galaktionov
60b820e0fdafb11c5cd45917b387dae2,Linear and quasilinear complex equations of hyperbolic and mixed type,Guo Chun Wen
0748c58dc207313b31386ed5b81127b2,Algebraic Aspects of Linear Differential and Difference Equations,Hendriks P.A.
e24b36a2a6c61c7e55da02511b25adde,Functional methods in differential equations,"Veli-Matti Hokkanen, Gheorghe Morosanu"
846c6b27ad3fc3886263374095724770,Functional methods in differential equations,"Hokkanen, Morosanu."
a96dba21f87d65d4358631c24b74fcdc,Nonlinear ordinary differential equations,"Dominic Jordan, Peter Smith"
8174f81b1aa110aea90da1cb771bcbd2,"Fuchsian Reduction, Applications to Geometry, Cosmology and Mathematical Physics",Satyanad Kichenassamy
ccad8305450bf47735e3e83cca7df6a4,"Differential equations. Linear, nonlinear, ordinary, partial","A. C. King, J. Billingham, S. R. Otto"
476dba85b9cf2491b5a304ad2decd2bb,Partial diff. equations and functional analysis: the Philippe Clement Festschrift,"Koelink E., van Neerven J., et al. (eds.)"
df744cdc0d20c7f4604410ffd8bf78f1,Spectral Problems Associated with Corner Singularities of Solutions to Elliptic Equations,"Kozlov V.A., Maz'ya V.G., Rossmann J."
8fc70b0a270b66b0f2239bedcafb48cf,Stability of Dynamical Systems,"Xiaoxin Liao, L.Q. Wang, Pei Yu (Eds.)"
a69afbb1bd036cc7b638ba672795ee54,"Partial differential equations, lecture notes",Neta B.
abdb4f62c4d57c0a496720522ee6e0f5,Hyperbolic problems and regularity questions,"Padula M., Zanghirati L. (eds.)"
78bc52291c95849a8e4de629d7d36282,Multiscale methods: averaging and homogenization,"Grigoris Pavliotis, Andrew Stuart"
472559b93fa9ffa708282c982d04d878,An introduction to partial differential equations. Extended solutions for instructors,"Pinchover Y., Rubinstein J."
fe951944fff689cc3a82834f1edadf0a,Boundary value problems and partial differential equations,David L. Powers
c2ea04866e612287fa233240435584f8,The maximum principle,"Patrizia Pucci, J. B. Serrin"
2a7daa15d0a120933635c50fbd96a5ad,"Superlinear parabolic problems: blow-up, global existence and steady states","Pavol Quittner, Philippe Souplet"
51cb4aa94e72636498d7f74b885fa837,Nonlinear Partial Differential Equations of Elliptic Type,Radulescu V.D.
75362f578b4f25cfd604a2b061afe438,Solution manual for An introduction to ordinary differential equations,Robinson J.C.
1abb0f90b88eab74b087fc734e4dc704,Nonlinear analysis and differential equations: and introduction,"Schmitt K., Thompson R.C."
292c84909b6c2ce1ed8b3685f9142a14,Ordinary Differential Equations with Applications to Mechanics,"Mircea V. Soare, Petre P. Teodorescu, Ileana Toma (auth.)"
e423661bf3924d98460a6996f0181d23,"Existence, multiplicity, perturbation, and concentration results for a class of quasi-linear elliptic problems",Squassina M.
59f9c0c04f6134b825b0abf09a78a340,"Differential Equations, Chaos and Variational Problems","Ravi P. Agarwal, Michael E. Filippakis (auth.), Vasile Staicu (eds.)"
7af14d261cf47cf03f2b7d1e3eda53d2,From hyperbolic systems to kinetic theory: a personalized quest,Luc Tartar
723e3929bd770af81d69f3284ebb4734,ODE and dynamical systems (lecture notes),Teschl G.
6861bbf00f69c2587ff8265258ae3095,Ordinary differential equations,Teschl G.
0c82fd9065e8d0b323604d1b3c517865,Introduction to Partial Differential Equations: A Computational Approach,"Tveito A., Winther R."
935a40d208a0b8fc8ca97e5ae6fef2c0,Traveling Wave Solutions of Parabolic Systems,"Vitaly A. Volpert, and Vladimir A. Volpert Aizik I. Volpert"
f37620d24225e964eaeafa770649240f,Further Maths 2C1 Lecture Notes,Walet N.
80d107be77777ab3211d1def092aed2d,Fundamentals of ODE,"Xu, Labute."
59b3f05ce34da6f699aa8787993c33e5,Advanced calculus demystified: a self-teaching guide,David Bachman
0020b1ad92b853825c9c67be574c8460,Analysis: an introduction,Richard Beals
5e61edef535e4d8316c5b12c8e82de2b,Derivations of applied mathematics,Black T.H.
ced4876bb869b017ddaaa3cfe8c4daa0,Calculus Bible online,Gill G.S.
392a518871fb06f7f27230897cd32636,Calculus of One Variable,Hirst K.
7d409c9efbdd0e00905a9ddd2918b9d0,Calculus demystified,Steven Krantz
19835625e037ee6e6173f2a62f947527,Introduction to methods of applied mathematics,Mauch S.
6f66dedb763f5870ff812502c71d3bd7,Uppsala lectures on Calculus. On Euler's footsteps,Shchepin E.V.
ab131c1d3c8d6ab5ae9182e2bc52bd95,Companion to Rudin's Principles of analysis,Silvia E.M.
7266570fd92b0148640399ab2317f74d,On the shoulders of giants: A course in single variable calculus,Gordon Mclelland
3b5750eb2708c5c68056617ac5073065,Student Solutions Manual for Stewart's / Single Variable Calculus: Early Transcendentals,James Stewart
6e274ade1dcd74971a01e0ed98d4efd4,Foundations of infinitesimal calculus,Stroyan K.D.
95b473dcb21bf15d035ceec288765fe6,Thomas's calculus,"George B. Thomas, Maurice D. Weir, Joel Hass, Frank R. Giordano"
6d7cd4dc08585fba4e6c18faba157ff2,Mathematics for Physicists,Walet N.
2878339c13f8ab214d710825ee283f77,Notes on first-year calculus,Garrett.
a684977bfc74f9315a166ff8394d09c9,Just the maths - teaching slides,Hobson A.J.
89eff4cb7c3e43e7a84d9161cefa1288,Just the maths - units for students,Hobson A.J.
dfeed517e9349357438d4421cfd8fcfa,Infinite-dimensional analysis,"Charalambos D. Aliprantis, Kim C. Border"
c528241f9f5b16fa8394889ce3808ac5,"Interpolation, Schur functions, and moment problems","Daniel Alpay, Israel Gohberg"
18b3571c268a5753320620e2d1fb045a,"Operator theory, systems theory, and scattering theory: multidimensional generalizations","Daniel Alpay, Victor Vinnikov"
2fb09c48ca47ac73232f3ef5692ee199,"System theory, the schur algorithm and multidimensional analysis","Daniel Alpay, Victor Vinnikov"
7498b2dc08e5bbe2a11d0c13578f3738,Recent advances in matrix and operator theory,"Joseph A. Ball, Joseph A. Ball, Yuli Eidelman, J. William Helton, Vadim Olshevsky, James Rovnyak"
69e76942db2416560c3dcb481b39ab7f,Factorization of matrix and operator functions: The state space method,"Harm Bart, Israel Gohberg, Marinus A. Kaashoek, AndrÃ© C.M. Ran"
6deb82a0a9877b925d99347caa43b0c9,Functional analysis,Belton A.
1261bc6ff7ea3a21cf28ef2cf516526d,Pseudo-differential operators and related topics,"Paolo Boggiatto, Luigi Rodino, Joachim Toft, M. W. Wong"
b1b8d3714eab479347290237ccd2c0a6,Positivity,"Karim Boulabiar, Gerard Buskes, Abdelmajid Triki"
97f542c2f7dc1fab83ae86a002c090ca,Operator Algebras: The Abel Symposium 2004,"Lawrence G. Brown, Gert K. Pedersen (auth.), Ola Bratteli, Sergey Neshveyev, Christian Skau (eds.)"
159c2afbc46b8f8d0b0dcde9687c4f3b,Introduction to Lebesgue integration,Chen W.W.L.
d06e56078172f8f2ec5e964adb031765,Analytic Hilbert modules,"Xiaoman Chen, Kunyu Guo"
d2ba841fc8bad554b6317e934b3a7771,Methods of nonlinear analysis: applications to differential equations,"Pavel Drabek, Jaroslav Milota"
912b0a604e78cf71040f165889d8f9ed,The extended field of operator theory,"Michael A. Dritschel, Michael A. Dritschel"
f28b86472395617aff343a2f36ab6d66,Modern Operator Theory and Applications ,"Yakob M. Erusalimskii, Yakob M. Erusalimsky;Israel Gohberg;Sergei M. Grudsky;Vladimir Rabinovich;Nicolai Vasilevski"
8df649ddfbc1a65944f2df1091a07095,Introduction to generalized functions with applications in aeroacoustics,F. Farassat
6dae43551726ab302d8604ce6d4690cc,Isometries on Banach spaces: function spaces,"Richard J. Fleming, James E. Jamison"
3beb5793fcbde72e9b99b60040994d18,Operator theory in inner product spaces,"Karl-Heinz Förster, Peter Jonas, Heinz Langer, Carsten Trunk"
b2763dffa8e2821987fa934f5cb01715,M-Ideals in Banach Spaces and Banach Algebras,"Peter Harmand, Dirk Werner, Wend Werner"
448964d8fdebe719d31f514c8b848a9f,Real analysis with an introduction to wavelets,"Don Hong, Jianzhong Wang, Robert Gardner"
b2a689d678578ddbbeb1f5d08982ad7e,Semiclassical spectral asymptotics,Ivrii V.
ddff1cc81238d80410d7f41c5d63a8b9,Spectral properties of noncommuting operators,Brian R. Jefferies
5f54d2c75f0f336bb1e7482f20bf6657,An Introduction To Harmonic Analysis,Katznelson Y.
d17d9e8f7c81aabf0ff13719b25c40a0,Generalized convexity and related topics,"Igor V. Konnov, Dinh The Luc, Alexander M. Rubinov"
443cd95ee8c33e2331e837b19c39c4bd,Mean oscillations and equimeasurable rearrangements of functions,Anatolii A. Korenovskii
e6014a6ab88c88c39296f0ca80be7680,Handbook of global analysis,"Demeter Krupka, David Saunders"
c97a6e717dbd4ce0dd9b9c19cdfd1adf,"Operator theory and indefinite inner product spaces: presented on the occasion of the retirement of Heinz Langer in the Colloquium on Operator Theory, Vienna, March 2004",et al Matthias Langer (Editor)
cd2cfe2a707f72e37dab8da218d76d0b,Algebraic multiplicity of eigenvalues of linear operators,"Julián López-Gómez, Carlos Mora-Corral"
9da30f60fe55f6bf32915ce38d219e36,Lectures on isoperimetric and isocapacitary inequalities in the theory of Sobolev spaces,Maz'ya V.
90d6c071b38916b327e7a6dfd4768b37,Real Analysis. Course Notes,McMullen C.
046b031bd9c3166babb8009289ce0243,Geometric Aspects of Functional Analysis: Israel Seminar 2001-2002,"F. Barthe, M. Csörnyei, A. Naor (auth.), Vitali D. Milman, Gideon Schechtman (eds.)"
d9ae14169b30e759f588f395c8b4be1c,Geometric Aspects of Functional Analysis: Israel Seminar 2002-2003,"Vitali D. Milman, Gideon Schechtman (auth.)"
e00533877ea981193761414822358995,Spectral Theory of Linear Operators and Spectral Systems in Banach Algebras,Vladimir Müller
5dead77ad68cd935dc92995eeb2d03f6,Dynamical entropy in operator algebras,"Sergey Neshveyev, Erling Størmer"
d0f858a93af9e41ecdfc5dd8d444dbf9,On the structure of separable infinite dimensional Banach spaces,Odell E.
2924c6bac2e749b13bdafb0196a7c963,Lectures on Amenability,Volker Runde (auth.)
f4c0c710c15e734c3c5179ee03023e00,From Hahn-Banach to monotonicity,Stephen Simons
ef584183214e2debd8be0ed796e31c68,Functional analysis (lecture notes),Teschl G.
5041e03a5ed2b9877a079efbdc1a4b37,Nonlinear functional analysis (lecture notes),Teschl G.
2041e79cd5052c068c518767811e1a62,Schroedinger operators and mathematical methods in QM,Teschl G.
4557ae01d9e9f1dbde537952fc921a1b,Spectral theory for Jacobi operators,Teschl G.
5116857e1137d704211076ec2dc4dfac,Mathematical quantization,Nik Weaver
13c84cdef6f4c49aee3bf493aed36948,Spaces of Holomorphic Functions in the Unit Ball,Kehe Zhu (auth.)
d9595160b26d63578f36f099ba48f806,Pointwise Convergence Of Fourier Series,Juan Arias de Reyna
74a4e919c7b4710a0cd0e54d654522e1,An introduction to C-star algebras,"de la Harpe P., Jones V."
ce2692f9505369ddb12da60fcf9a2419,Elliptic functions,"Armitage J.V., Eberlein W.F."
09d55b902b9ecd90732234135f063bb4,Asymptotic approximations of orthogonal polynomials,"Ferreira, Lopez, Mainar."
d469f469ac45fa2ed26013a40c46663e,The Askey scheme of hypergeometric orthogonal polynomials and its q-analogue,"Koekoek R., Swarttouw R.F."
94fbf0f1a88b8c91a0c467aa8ef7e810,Orthogonal Polynomials and Special Functions: Leuven 2002,"Erik Koelink, Walter Van Assche (eds.)"
f1fe17a5486acb60abc59f5d4eb9d3ac,Chebyshev polynomials,"J.C. Mason, David C. Handscomb"
c85a120473ccf11ebc133bf4b80d1e48,Special Functions for Applied Scientists,"A.M. Mathai, H.J. Haubold"
b7f3e5325ce79e1a77ebca03863af641,Generation of multivariate Hermite interpolating polynomials,Santiago Alves Tavares
57b0fc8a8d0ed572de3f7e7885714e0e,Introduction to tensor calculus for general relativity,Bertschinger E.
e9aee3e5eb85c3206c36e196de71827d,Introduction to Vectors and Tensors,"Ray M. Bowen, C.C. Wang"
9383c60338576baa427008a3f7d23d7b,Tensor algebra and tensor analysis for engineers,Mikhail Itskov
739ec6cb2a2e6b2a3276ab34512ab0be,Integral theorems for functions and differential forms in Cm,"Reynaldo Rocha-Chavez, Michael Shapiro, Frank Sommen"
dd91e6c292a5671d1d7bf2985379a602,Lecture notes on vector and tensor algebra and analysis,Shapiro I.L.
060286727c3052d288003b7f4317a4d5,The variational bicomplex,Anderson I.M.
fcb1849c8da9135a2f8e356a600be3a9,"Convex Variational Problems: Linear, Nearly Linear and Anisotropic Growth Conditions",Michael Bildhauer (auth.)
808b993074c82670f643e172bab98fcd,Techniques of variational analysis,"Jonathan M. Borwein, Qiji Zhu"
0da28e79a1d189e0e65f328fb018a299,"Semiconcave functions, Hamilton-Jacobi equations, and optimal control","Piermarco Cannarsa, Carlo Sinestrari"
80c59c51718f0bee19c9f56c9db79ec2,"The mountain pass theorem: variants, generalizations, and some applications",Youssef Jabri
eb64e50355d6be24e22af6346e322c34,Variational and quasi-variational inequalities in mechanics,"Alexander S. Kravchuk, Pekka J. NeittaanmÃ¤ki"
288f4444ad574e9f2f16c8bb737d1113,Variational Analysis and Generalized Differentiation I. Basic Theory,Boris S. Mordukhovich
4863598babc5a84d3914109800e28170,Variational Analysis and Generalized Differentiation II. Applications,Boris S. Mordukhovich
ac2773563cb99d7f48a83093aeef8dca,Selected Chapters in the Calculus of Variations,Jürgen Moser
fc93703c09c3c035e68558e04b88a64d,Problems and solutions for calculus of variations (MA4311),Neta B.
a4315d3cd05590a1bfd881f6994b2ec7,Calculus of variations,Russak I.B.
eca206dd40ccc1f348bd490189d33667,Hyperbolic Geometry,Anderson J.
0907fed604547f455330b3f2492e2653,The pursuit of perfect packing,"Denis Weaire, Tomaso Aste"
c9adab7462650fb6108c3aae5edc1ba2,Classical geometries in modern contexts: Geometry of real inner product spaces,Benz W.
664c58ea5e0d74bb580bf030a0d86319,Real and complex singularities: Sao Carlos Workshop 2004,"Jean-Paul Brasselet, Jean-Paul Brasselet;Maria Aparecida Soares Ruas"
ee66767798a45edbcc6c0406fcf31897,Sub-Riemannian geometry and Lie groups II,Buliga M.
3c4a68e68907338d029170d933b911bc,Sub-Riemannian geometry and Lie groups,Buliga M.
4f81fa76aaed999d1faeb309244651a1,Classical geometry (lecture notes),Calegari D.
1f58dc1bebcc2feab9f6359c45265356,Projective and polar spaces,Cameron P.J.
c7e4ae2ef151a5afdad72c700776529d,q-clan geometries in characteristic 2,"Cardinali I., Payne S.E."
0fbfae17ab6c74f49fb900d8832e40a3,Lie sphere geometry. With applications to submanifolds,Thomas Cecil
2c53be6dcd67a1a49eb5f6f9e2abb14e,Geometry and the imagination,"Conway, Doyle, Gilman, Thurston."
8fdfe280c06e9918ea97d44038732bf4,Different Faces of Geometry,"Simon Donaldson, Yakov Eliashberg, Mikhael Gromov"
8d10e5c7d4e770db2bfb7bcd6806ff4a,Elementary Euclidean geometry. An introduction,Gibson C.G.
010699c9f7d1d58bad5cf3d8ad851b17,Worlds out of nothing. A course in the history of geometry in the 19th century,Gray J.
ebb60e7fb1a29d6241df6ee4ce28dab3,Local and global in geometry,Gromov M.
78a265633e45ea0a19ba67c19dc4a22e,Radon Transform. With errata,Helgason S.
d1e29f0755b5d47f4d1b450a98fff783,Geometry of surfaces,Hitchin N.
31656193853123eff8f2bda32c647493,Projective geometry,Hitchin N.
a7d87738618de7e22cb934456e5b8bea,Smarandache manifolds,Howard Iseri
903442c841cea5d3b1d11053a20e0259,Hyperbolic manifolds and discrete groups,Kapovich M.
cb53ef32914a03077188ed9997f9d870,Geometry and dynamics of groups and spaces: In memory of A.Reznikov,"Mikhail Kapranov, Sergii Kolyada, Yu. I. Manin, Pieter Moree, Leonid Potyagailo"
212220f0b782f151fc57d74f48c7b2b2,Geometric integration theory,"Steven G. Krantz, Harold R. Parks"
41b5478ad791832d436781b3efb68d49,Outer circles: an introduction to hyperbolic 3-manifolds,A. Marden
b5fdfa56b9959037746cdc0d7598bc35,"Symplectic and Poisson geometry on loop spaces of smooth manifolds, and integrable equations",Mokhov O.I.
ec89b27980a40926503fba83b96927a3,Theory of Random Sets,Ilya Molchanov
1dfcb0c847284e9f04a773f319d3f247,A lecture on 5-fold symmetry and tilings of the plane,Penrose R.
c0fadbd020f32b1bddf70f93ffb991d9,Measures with Symmetry Properties,Werner Schindler (auth.)
5c8d32a3d99bba7e9c4eaee5c98ba8f3,Metric Spaces,Mícheál Ó Searcóid
6b08eb11e67166e06253b02b5d34e156,New examples of hyperkahler manifolds,"Verbitsky M., Kaledin D."
b8da7d0155b116d65adbf6404a72d4c8,A course on convex geometry,Weil W.
4c98f44d271d2440794bc0e674dfcd46,Sphere Packings,"Chuanming Zong, John Talbot"
f018920cea82b50604d2aa21717218a6,"Complex manifolds, vector bundles and Hodge theory",Foth
3f6c7e1022aab3a577a0b7b367c7ad39,"Intelligence of low dimensional topology 2006: Hiroshima, Japan, 22-26 July 2006","J. Scott Carter, Seiichi Kamada, Louis H. Kauffman, Akio Kawauchi, Toshitake Kohno"
3694628693091a32f9df85a936f684c6,Topological and Bivariant K-Theory,"Joachim Cuntz, Jonathan M. Rosenberg"
793b229e9281e52fe14042ab5f5ee41f,Floer homology groups in Yang-Mills theory,Donaldson S.K.
664a161cb41569ca50db1115ae3a7023,Electromagnetic theory and computation: a topological approach,"Paul W. Gross, P. Robert Kotiuga"
65bb8bcd8d01f75840c502666d9f7732,"Algebraic topology. Errata (web draft, Nov. 2004)",Hatcher A.
0b3433b47e952f773ae809489920115b,Computing homology,"Kaczynsky, Mischaikow, Mrozek."
6c0a3c824e71ad04987b844d8ee838cd,Combinatorial algebraic topology,Kozlov D.
c73efb7fb9a762a9f32346747a2c0368,Vector bundles and their applications,"Luke G., Mishchenko A."
691c96a7665b97a1836f803824ab07dc,Algorithmic topology and classification of 3-manifolds,Sergei Matveev
fff2ea4e8910013feaaf68f5ec67d509,Concise course in algebraic topology,J. P. May
b5849de9ee56c9570ea7fbb1f7b992a6,User's guide to spectral sequences,John McCleary
7d7c963d4b360f10fd4131ebfad26615,Gauge theory for fiber bundles,Peter W. Michor
6a7969fe72e165d8426b0939d94e6421,High-dimensional knot theory. Algebraic surgery in codimension 2. With errata,"Andrew Ranicki, E. Winkelnkemper"
9fddef95adc819702d7260bafee89e11,The Hauptvermutung Book (K-theory and topology of manifolds),Ranicki A.A. (ed.)
c7ba47aa63bfd45d6713357268e5696b,"Geometric topology: Localization, periodicity and galois symmetry. 1970 MIT notes",Sullivan D.
fc5bb7dd7063bceb03e75d0d907b82e7,Notes on symplectic geometry,Athanassopoulos K.
7e6bdd090fe774c4b32452a7267449e8,Foliations and Geometric Structures,"Aurel Bejancu, Hani Reda Farran (auth.)"
23f2a9d240c934514fdb6c724e9b47d4,Submanifolds and holonomy,"Jurgen Berndt, Sergio Console, Carlos Olmos"
93f95d6d12d39fd6ec27d9934b0a4c68,Lectures on the differential geometry of curves and surfaces,Blaga P.
84abf429c45b7cd95dfd21a636e44b22,Introduction to Lie groups and symplectic geometry (1993 lectures),Bryant R.L.
0317b59208afbffa491a8b47b6b815af,Geometric Mechanics on Riemannian Manifolds: Applications to Partial Differential Equations,"Ovidiu Calin, Der-Chen Chang"
582af6a3acc1f789009ad6ac281915c5,Introduction to symplectic and Hamiltonian geometry,Cannas da Silva A.
9bc56d59e433c744cb6ca4bac5c087f4,Lectures on symplectic geometry,Cannas da Silva A.
2161de250a7b3874e8129a43a264b847,Hamilton's Ricci Flow,"Chow B., Lu P., Ni L."
fe57095e506979d022fdf41e6bbed79c,Introduction to the $h$-Principle ,"Y. Eliashberg, N. Mishachev"
74b5e8c19d114804b9b04683be28c4e2,"Moment maps, cobordisms, and Hamiltonian group actions",Victor Guillemin
1be00521c1870f205991772cdb857260,"Harmonic maps, conservation laws, and moving frames",Frédéric Hélein
08322e784d6871f95f182309df115891,Differentiable manifolds,Hitchin N.
1ae3ae5eabda2ab187bdf031a9080ccd,Handbook of Normal Frames and Coordinates,Bozhidar Z. Iliev (auth.)
cedebee8765eca401fc2fcf1f0b8f9a7,Applied differential geometry. A modern introduction,"Vladimir G Ivancevic, Tijana T Ivancevic"
07ec6ea8d8fd98c66d2942b148d21027,Riemannian Geometry and Geometric Analysis,"Jost, Jurgen Jost"
b3757fa5de6c6c5095903b45f587b2ae,Riemannian holonomy groups and calibrated geometry,D. D. Joyce
ab2583098595db572f6196e320b3ec07,Homological methods in equations of mathematical physics,"Krasil'shchik J., Verbovetsky A."
f503c14a3c1adf6bb84fd97d0a538e7a,"Differential geometry, analysis, and physics",Lee J.M.
bed2fa4f3d5ce2de16c8ccd998c4ae84,Riemannian manifolds: introduction to curvature - errata,Lee J.M.
d86e0f3b584796d18a8361f93691481a,Differential geometry and physics,Lugo G.
56a5b81b5c30e6ed1ef4de4fb6370069,"Manifolds, Tensor analysis, and Applications (draft 2003-01-05) (Springer)","Ralph Abraham, Jerrold E. Marsden, Tudor Ratiu"
39d9e9bf6556c5959e367db62dd2819d,"Topics in differential geometry (web draft, April 2007)",Michor P.W.
e5f4054f2255ae477158b78f5c128157,Topics in differential geometry,Michor.
73fec139902206f86e7e40252b3498c8,"Notes on geometry and 3-manifolds, with appendices by P.Norbury",Neumann W.D.
4047d93a251135b43cd21cd34c227560,Semi-Riemannian geometry 1983 errata,O'Neill B.
dd8c656e402301d242e6f43c76e8056f,Projective differential geometry old and new,"V. Ovsienko, S. Tabachnikov"
5267bc12753338fd243193629e37a99b,Geometry of surfaces: estimation of local differential quantities and extraction of global features,Pouget M.
45f0e2bb3aede0fef0e53802beb27604,Geometrical methods in physics,Rajeev S.G.
d0a6c3a3e5fcdffbdc2674456c8a58ae,The geometry of total curvature on complete open surfaces,"Katsuhiro Shiohama, Takashi Shioya, Minoru Tanaka"
0123b152bd71a59a269d2cf1f3069685,Differential geometry of curves and surfaces: A concise guide,Toponogov V.A.
273e6e8855b02dfcdbe56c27eb3ea229,An introduction to manifolds,Tu L.W.
a845fb67524f13e7e6e45f453f83c708,Differential analysis on complex manifolds,Wells R.O.
e0a4904665ba76290b0eeb93c19fef8c,Open Problems in Topology II,Elliott M. Pearl
db5d77e0b5f422dc06457698b9e7eaa3,Problems from Topology Proceedings Topology Atlas,Pearl E. (ed.)
82070e7a59389b1c58d44103c802c374,A Course on Borel Sets,S. M. Srivastava (auth.)
03abbe3d535423a36c366023a48b54bf,Elementary topology problem textbook,"Viro O., Ivanov O., Netsvetaev N., Kharlamov V."
4a872e52214a5db6660d263a92fe0167,Open Problems in Topology ,"Jan Van Mill, George M. Reed"
810d2baa71271e454412f08575856f96,Concise encyclopedia of mathematics,Eric W. Weisstein
f384aee8c951054d8afca0095d1ab680,Theoretical Numerical Analysis: A Functional Analysis Framework,"Kendall Atkinson, Weimin Han"
3088f971b07e40d08febda42569764a5,"Mathematica for Theoretical Physics: Electrodynamics, Quantum Mechanics, General Relativity and Fractals",Gerd Baumann
277423d0fc5df13a9e15346e7d982780,Parallel and distributed computation: numerical methods (Partial solutions manual),"Bertsekas D., Tsitsiklis J."
dff33f92d5dbd576ecb20cd069fdd9d8,The SIAM 100-digit challenge. Study in high-accuracy numerical computing,"Folkmar Bornemann, Dirk Laurie, Stan Wagon, Jörg Waldvogel"
02c32786df08b18000869e99cc0638ca,"Multiscale problems and methods in numerical simulations: lectures given at the C.I.M.E. Summer School held in Martina Franca, Italy 2001, September 9-15, 2001","James H. Bramble, Albert Cohen, Wolfgang Dahmen, Claudio G Canuto"
f20e8400d0a5f8b27c89da51caa94655,A short course on approximation theory (Math682),Carothers N.L.
e0869eecb5990e28172985f9375bd240,Introduction to scientific computing: twelve projects with MATLAB,"Ionut Danaila, Pascal Joly, Sidi Mahmoud Kaber, Marie Postel"
2a0774986af294f765a9b3a5532ad1db,Numerical and analytical methods for scientists and engineers using mathematica,Daniel Dubin
e2e484458292255785b0d77a40414f9c,Scientific Computing. An Introductory Survey,Michael T. Heath
14d6e63236bb2f197e0c7e4e8b85faae,Computational physics,Hjorth-Jensen M.
2d2d58a6cc06856c6af1493484434432,Introduction aux methodes numeriques,Franck Jedrzejewski
d5077e7f5a3665ada5dc65f6213dc9fb,Numerical analysis using MATLAB and spreadsheets,Steven T. Karris
a421665dd71010422993808fe49564dc,Numerical Methods Real-Time and Embedded Systems Programming,Don Morgan
3eb88dcdfb517eba621d1043f074d6b3,Numerical embedded computing,Don Morgan
715eb90b6af8de15cfd4ac6116db116c,Compact numerical methods for computers: lin. algebra and function minimisation,J. C. Nash
8fef1dd8c44bd4848a94fdb06016e1b0,Scientific Computing with PCs,"Nash J.C., Nash M.M."
b3fcd3d1d15111a38f53a070ec6c4553,Compact numerical methods,J. C. Nash
31436f61e93f29747b79a6ebf35228dc,Numerical analysis 2000. Approximation theory,Wuytack L.
e62ccda877e5928327e4beae5d94e6a1,Numerical analysis 2000. Interpolation and extrapolation,Brezinski C.
2410ef99d2462f73b9abd3c9571457c8,Numerical analysis 2000. Linear algebra,Van Dooren P.M.
623cbb1209e94804fc3ab122b54bc520,Numerical analysis 2000. Optimization and nonlinear equations,Watson L.T.
fd2631df313664ee5f03f0716b4f0bb7,Numerical analysis 2000. ODE and integral equations,
435a7cbc62ec64297497e497a39b8c19,Numerical analysis 2000. Orthogonal polynomials,
8043b8192869935bc32ffd0606c8a327,Numerical analysis 2000. Partial differential equations,
